word,content
motorcycle,"Most states use the courses designed by the Motorcycle Safety Foundation (MSF), while Oregon and Idaho developed their own."
motorcycle,"In Canada, motorcycle rider training is compulsory in Quebec and Manitoba only, but all provinces and territories have graduated licence programs which place restrictions on new drivers until they have gained experience."
motorcycle,Eligibility for a full motorcycle licence or endorsement for completing a Motorcycle Safety course varies by province.
motorcycle,Without the Motorcycle Safety Course the chance of getting insurance for the motorcycle is very low.
motorcycle,"The Canada Safety Council, a non-profit safety organisation, offers the Gearing Up program across Canada and is endorsed by the Motorcycle and Moped Industry Council."
motorcycle,"Motorcycle rider postures[edit] BMW C1, with a more upright seating position Bombardier Can-Am Spyder, showing location of rider on the trike The motorcyclist's riding position depends on rider body-geometry (anthropometry) combined with the geometry of the motorcycle itself."
sport,[65] Sport – the rider leans forward into the wind and the weight of the upper torso is supported by the rider's core at low speed and air pressure at high speed.
standard,Standard – the rider sits upright or leans forward slightly.
standard,"[67][68] The standard posture is used with touring and commuting as well as dirt and dual-sport bikes, and may offer advantages for beginners."
motorcycle,"Legal definitions and restrictions[edit] Main article: Legal definition of motorcycle A motorcycle is broadly defined by law in most countries for the purposes of registration, taxation and rider licensing as a powered two-wheel motor vehicle."
standard,"[74][77] This is because many motorcycles lack a catalytic converter, and the emission standard is much more permissive for motorcycles than for other vehicles."
motorcycle,"[74] While catalytic converters have been installed in most gasoline-powered cars and trucks since 1975 in the United States, they can present fitment and heat difficulties in motorcycle applications."
motorcycle,Motorcycle emission controls are being updated and it has been proposed to update to Euro 5 in 2020.
motorcycle,"[82] See also[edit] Companies portal Transport portal Bicycle and motorcycle geometry List of motorcycle manufacturers Motorcycle industry in China Streamlined motorcycle Notes[edit] ^ ""Definition of Motorcycle by Merriam-Webster""."
motorcycle,Motorcycle Handling and Chassis Design.
motorcycle,Motorcycle Dynamics.
motorcycle,Motorcycle means a motor vehicle with motive power having a seat or saddle for the use of the rider and designed to travel on not more than three wheels in contact with the ground.
motorcycle,"^ ""Top Five Global Motorcycle Companies: Performance, Strategies and Competitive Analysis""."
motorcycle,"The History and Future of Motorcycles and motorcycling – From 1885 to the Future, Total Motorcycle Website."
road,"A two-wheeled motor-driven road vehicle, resembling a bicycle but powered by an internal-combustion engine; (now) spec."
engine,"one with an engine capacity, top speed, or weight greater than that of a moped."
daimler,"""Aug. 30, 1885: Daimler Gives World First 'True' Motorcycle""."
motorcycle,"Hildebrand & Wolfmuller Motorad, European Motorcycle Universe."
motorcycle,The AMA Motorcycle Hall of Fame Museum.
motorcycle,"^ ""Triumph Motorcycle History""."
motorcycle,"The History of Motocross, Part Two, Motorcycle Hall of Fame Museum."
honda,"^ ""Hero Honda splendor sells more than 8.5 million units""."
motorcycle,"^ Quick Tips: General guidelines for riding a motorcycle safely (PDF), Motorcycle Safety Foundation, October 2006, retrieved 13 June 2012 ^ ""Motorcycling : THINK!"
road,Road Safety Association of Ireland.
motorcycle,"Motorcycle Rider Training Scheme, Roads and Traffic Authority, NSW."
road,"Road Transport Information Management, www.rego.act.gov.au."
motorcycle,Motorcycle and Moped Industry Council.
motorcycle,Motorcycle Safety Foundation.
motorcycle,"^ ""Certified Highway Motorcycle Test Result Report Data (2007)""."
motorcycle,"""Study on possible new measures concerning motorcycle emissions"" (PDF): 16."
motorcycle,"References[edit] de Cet, Mirco (2002), The illustrated directory of motorcycles, MotorBooks/MBI Publishing Company, ISBN 978-0-7603-1417-3 Davis, James R.; Anthony, Cash (2011), Motorcycle Safety and Dynamics: Vol 1, Houston, Texas: Master Strategy Group, ISBN 978-1257645886 Falco, Charles M.; Guggenheim Museum Staff (1998), ""Issues in the Evolution of the Motorcycle"", in Krens, Thomas; Drutt, Matthew (eds."
motorcycle,"24–31, ISBN 0-89207-207-5 Gaetano, Cocco (2004), Motorcycle Design and Technology, Minneapolis: MotorBooks/MBI Publishing Company, ISBN 978-0-7603-1990-1 Georgano, G.N."
motorcycle,"(2002), Early and Vintage Years, 1885-1930: The Golden Era of Coachbuilding, Mason Crest Publishers Kresnak, Bill (2008), Motorcycling for Dummies, Hoboken, New Jersey: For Dummies, Wiley Publishing, ISBN 978-0-470-24587-3 Lienhard, John H. (2005), Inventing Modern: Growing Up with X-Rays, Skyscrapers, and Tailfins, Oxford University Press US, ISBN 0-19-518951-5 Maher, Kevin; Greisler, Ben (1998), Chilton's Motorcycle Handbook, Haynes North America, pp."
racing,Mick Walker's German Racing Motorcycles.
motorcycle,"Motorcycles at Curlie vteMotorcycles and Motorcycling (outline)General topics Definition History Museums Motorcycle occupations Safety Types Street Cruiser Sport Touring / Sport touring Universal Japanese Motorcycle Custom Dual-sport Off-road Enduro Motocross Track racing Trials Design Components Accessories Brakes Chassis Frame Suspension Fork Engine Transmission Saddle Tires (tyres) Wheels Fairing Testing and measurement Manufacturers Bajaj BMW Ducati Harley-Davidson Hero KTM Japanese Big Four Honda Kawasaki Suzuki Yamaha Peugeot Triumph TVS VinFast Zero Media Books Biker films Magazines Touring Motorcycle rally List of long-distance motorcycle riders Equipment Armor Boots Helmet Jacket Sport Motorcycle land-speed record Production motorcycles (by speed / by acceleration) Freestyle motocross Racing Stunting Trials Organizations Motorcycle club List of motorcycle clubs Motorcycle gang Colors List of outlaw motorcycle clubs vteTypes of motorcyclesStreet Cruiser Sport Touring Sport touring Standard Universal Japanese Motorcycle Custom Bobber Café racer Chopper Cutdown Rat bike Streetfighter Dual-sport Adventure touring Supermoto Off-road Enduro Motocross Track racing Trials Small Minibike Mini chopper Moped (Sport moped) Pit bike Scooter Underbone Electric Electric dragbike TTXGP race class TT Zero race class Emergency services Ambulance Blood Fire Police Other Cabin motorcycle Derny Feet forwards Taxi Trike Streamliner Template:Motorcycles vtePrivate transportMotorized vehicular Car Motorboat Electric bicycle Electric skateboard Hovercraft Motorcycle Moped Scooter (motorcycle) Mobility scooter Private jet Motor ship Submarine Motorized wheelchair Private railroad car Private spaceflight Non-motorized vehicular Bicycle/Cycling Pack animal Roller skates Scooter Skateboard Wheelchair Horse-drawn vehicle Hot air balloon Vehicles for hire Car rental Auto rickshaw Boda-boda Cycle rickshaw Gondola Hackney carriage Motorcycle taxi Paratransit Personal rapid transit Pulled rickshaw Ridesharing company Share taxi Taxicab Shared Shared transport Carsharing Carpooling Car jockey Flexible carpooling Peer-to-peer ridesharing Slugging Vanpool Bicycle-sharing Non vehicular Ice skates Inline skates Running Stair Climbing Swimming Walking Stair Climbing Alternatives Public transport Personal public transport Modal share Personal rapid transit Authority control BNF: cb11932539c (data) GND: 4040392-0 HDS: 013903 LCCN: sh85087665 NARA: 10662876 NDL: 00568991 Retrieved from ""https://en.wikipedia.org/w/index.php?title=Motorcycle&oldid=1010751928"" Categories: Motorcycle technologyMotorcyclesMotorcyclingWheeled vehiclesHidden categories: Harv and Sfn no-target errorsCS1 errors: missing periodicalArticles with short descriptionShort description matches WikidataUse British English from January 2020Use dmy dates from September 2020Articles containing German-language textAll articles lacking reliable referencesArticles lacking reliable references from October 2014All articles with unsourced statementsArticles with unsourced statements from November 2019Articles with unsourced statements from August 2020Articles lacking reliable references from September 2014Commons link is on WikidataArticles prone to spam from May 2014Articles with Curlie linksWikipedia articles with BNF identifiersWikipedia articles with GND identifiersWikipedia articles with HDS identifiersWikipedia articles with LCCN identifiersWikipedia articles with NARA identifiersWikipedia articles with NDL identifiers"
honda,Street - Honda Important Information Regarding COVID-19 click here Recall Information click here Open Main Navigation Search Honda...
standard,"Right Arrow Recommended Searches Owner's Manual Grom Rebel Supersport Monkey Super Cub Side by Side 125 Find a Dealer STREET TOURING ADVENTURE CRUISER STANDARD SUPERSPORT SPORT NEO-SPORTS CAFÉ miniMOTO DUAL SPORT SCOOTER TOURING Updated Gold Wing Tour Base MSRP: $28,300 Build Explore Updated Gold Wing Base MSRP: $23,900 Build Explore CTX700 DCT Base MSRP: $8,399 Build Explore View All TOURING ADVENTURE VFR1200X Base MSRP: $15,999 Build Explore Africa Twin Adventure Sports ES Base MSRP: $17,199 Build Explore Africa Twin Base MSRP: $14,399 Build Explore New NC750X Base MSRP: $8,199 Build Explore XR650L Base MSRP: $6,999 Build Explore CB500X Base MSRP: $6,999 Build Explore CRF450RL Base MSRP: $9,999 Build Explore New CRF300L Rally Base MSRP: $5,999 Build Explore New CRF300L Base MSRP: $5,249 Build Explore View All ADVENTURE CRUISER Fury Base MSRP: $10,599 Build Explore Shadow Phantom Base MSRP: $7,899 Build Explore Shadow Aero Base MSRP: $7,699 Build Explore CTX700N DCT ABS Base MSRP: $7,699 Build Explore New Rebel 1100 Base MSRP: $9,299 Build Explore Rebel 500 Base MSRP: $6,299 Build Explore Rebel 300 Base MSRP: $4,599 Build Explore View All CRUISER STANDARD Updated CB1000R Black Edition Base MSRP: $12,999 Explore CB650R ABS Base MSRP: $9,199 Build Explore CB650F Base MSRP: $8,249 Build Explore CB500F Base MSRP: $6,499 Build Explore CB300R ABS Base MSRP: $4,949 Build Explore CB300F Base MSRP: $4,349 Build Explore Monkey Base MSRP: $3,999 Build Explore Super Cub C125 ABS Base MSRP: $3,749 Build Explore New Trail125 ABS Base MSRP: $3,899 Build Explore View All STANDARD SUPERSPORT CBR1000RR-R Fireblade SP Base MSRP: $28,500 Build Explore CBR1000RR Base MSRP: $16,499 Build Explore CBR600RR Base MSRP: $11,899 Build Explore View All SUPERSPORT SPORT Updated CB1000R Black Edition Base MSRP: $12,999 Explore CBR650R ABS Base MSRP: $9,699 Build Explore CBR650F Base MSRP: $8,749 Build Explore CB650R ABS Base MSRP: $9,199 Build Explore CB650F Base MSRP: $8,249 Build Explore CBR500R ABS Base MSRP: $6,999 Build Explore CB500F Base MSRP: $6,499 Build Explore CBR300R Base MSRP: $4,799 Build Explore CB300R ABS Base MSRP: $4,949 Build Explore CB300F Base MSRP: $4,349 Build Explore New Grom Base MSRP: $3,399 Build Explore View All SPORT NEO-SPORTS CAFÉ Updated CB1000R Black Edition Base MSRP: $12,999 Explore CB650R ABS Base MSRP: $9,199 Build Explore CB300R ABS Base MSRP: $4,949 Build Explore View All NEO-SPORTS CAFÉ miniMOTO New Grom Base MSRP: $3,399 Build Explore Monkey Base MSRP: $3,999 Build Explore Super Cub C125 ABS Base MSRP: $3,749 Build Explore New Trail125 ABS Base MSRP: $3,899 Build Explore View All miniMOTO DUAL SPORT XR650L Base MSRP: $6,999 Build Explore CRF450RL Base MSRP: $9,999 Build Explore New CRF300L Rally Base MSRP: $5,999 Build Explore New CRF300L Base MSRP: $5,249 Build Explore New Trail125 ABS Base MSRP: $3,899 Build Explore View All DUAL SPORT SCOOTER ADV150 Base MSRP: $4,299 Build Explore Updated PCX Base MSRP: $3,799 Build Explore Ruckus Base MSRP: $2,799 Build Explore Metropolitan Base MSRP: $2,499 Build Explore View All SCOOTER OFF-ROAD TRAIL COMPETITION ADVENTURE DUAL SPORT TRAIL 2022 CRF450X Base MSRP: $9,799 Build Explore 2021 CRF250F Base MSRP: $4,699 Build Explore 2019 CRF230F Base MSRP: $4,349 Build Explore 2021 CRF125F BIG WHEEL Base MSRP: $3,599 Build Explore 2021 CRF125F Base MSRP: $3,199 Build Explore 2021 CRF110F Base MSRP: $2,499 Build Explore 2021 CRF50F Base MSRP: $1,599 Build Explore View All TRAIL COMPETITION 2022 CRF450RWE Base MSRP: $12,399 Explore 2022 CRF450R Base MSRP: $9,599 Explore 2022 CRF450R-S Base MSRP: $8,599 Explore 2022 CRF450RX Base MSRP: $9,899 Build Explore 2022 CRF450X Base MSRP: $9,799 Build Explore 2021 CRF250R Base MSRP: $7,999 Build Explore 2021 CRF250RX Base MSRP: $8,399 Build Explore 2021 CRF150R Base MSRP: $5,199 Build Explore 2020 MONTESA COTA 301RR Base MSRP: $11,699 Build Explore 2020 MONTESA COTA 4RT Base MSRP: $8,099 Build Explore View All COMPETITION ADVENTURE Africa Twin Adventure Sports ES Base MSRP: $17,199 Build Explore Africa Twin Base MSRP: $14,399 Build Explore XR650L Base MSRP: $6,999 Build Explore CRF450RL Base MSRP: $9,999 Build Explore New CRF300L Rally Base MSRP: $5,999 Build Explore New CRF300L Base MSRP: $5,249 Build Explore View All ADVENTURE DUAL SPORT XR650L Base MSRP: $6,999 Build Explore CRF450RL Base MSRP: $9,999 Build Explore New CRF300L Rally Base MSRP: $5,999 Build Explore New CRF300L Base MSRP: $5,249 Build Explore New Trail125 ABS Base MSRP: $3,899 Build Explore View All DUAL SPORT ATV REC/UTILITY SPORT REC/UTILITY FourTrax Rincon Base MSRP: $9,499 Build Explore FourTrax Foreman Rubicon 4X4 Base MSRP: $8,699 Build Explore FourTrax Foreman 4X4 Base MSRP: $7,399 Build Explore FourTrax Rancher Base MSRP: $5,499 Build Explore FourTrax Recon Base MSRP: $4,299 Build Explore View All REC/UTILITY SPORT TRX250X Base MSRP: $5,049 Build Explore TRX90X Base MSRP: $3,199 Build Explore View All SPORT SXS SPORT REC/UTILITY SPORT Talon 1000X-4 FOX Live Valve Base MSRP: $23,999 Build Explore Talon 1000X-4 Base MSRP: $21,999 Build Explore TALON 1000R FOX LIVE VALVE Base MSRP: $23,099 Build Explore Talon 1000R Base MSRP: $20,999 Build Explore TALON 1000X FOX LIVE VALVE Base MSRP: $22,099 Build Explore Talon 1000X Base MSRP: $19,999 Build Explore View All SPORT REC/UTILITY Pioneer 1000-5 Base MSRP: $17,299 Build Explore Pioneer 1000 Base MSRP: $15,899 Build Explore Pioneer 700-4 Base MSRP: $12,399 Build Explore Pioneer 700 Base MSRP: $10,999 Build Explore New Pioneer 520 Base MSRP: $9,499 Build Explore Pioneer 500 Base MSRP: $8,499 Build Explore View All REC/UTILITY Accessories Customize Your Ride with Honda Accessories BUY NOW View Accessories Licensed Products & Apparel Oils & Chemicals Research Tools Build & Price Payment Calculator Find a Dealer Request a Quote Budget Calculator ATV Chooser Current Offers Apply for Financing Recall Information Customer Relations DCT Technology Experience Honda Racing Extended Warranty Events Rider Education Demo Rides street STREET TOURING SEE ALL TOURING Right Arrow ADVENTURE SEE ALL ADVENTURE Right Arrow CRUISER SEE ALL CRUISER Right Arrow STANDARD VIEW ALL STANDARD Right Arrow SUPERSPORT /street/supersport Right Arrow SPORT VIEW ALL SPORT Right Arrow NEO-SPORTS CAFÉ VIEW ALL NEO-SPORTS CAFÉ Right Arrow miniMOTO VIEW ALL miniMOTO Right Arrow DUAL SPORT VIEW ALL DUAL SPORT Right Arrow You are now leaving the Honda Powersports web site and entering an independent site."
